person_id,name,gender
1015645,Deborah Jensen,1
1015667,Randy Austin,2
1015672,Vlado Kolev,2
1015727,Jun Hashimoto,2
1015732,Salina Duplessis,0
1015739,David Fierro,2
1015767,Rolonda Watts,0
1015789,Ken Gord,0
1015791,Karen Bromley,1
1015792,Warren Keillor,0
1015794,Henry Ramer,0
1015795,Victoria Johnson,0
1015796,Doreen Lipson,0
1015797,Kate Parr,0
1015798,Sherri Ross,0
1015809,Wanida Termthanaporn ,0
1015822,Tokio Emoto ,0
1015824,Ayame Misaki,1
1015829,Barry Aird,0
1015830,Al Weaver,2
1015836,Eric Etebari,2
1015839,Sylvain Corbeil,0
1015845,Page Cavanaugh Trio,0
1015861,Platinette,0
1015862,Gianluca Gori,0
1015863,Dustin Farnum,0
1015873,Son Hyun-joo,2
1015883,Jeff Grace,0
1015884,Derek Curl,0
1015885,Adam Folk,0
1015886,Brent Kunkle,0
1015887,Badie Ali,0
1015889,Hamza Ali,0
1015890,Greg Newman,0
1015891,Peter Phok,0
1015893,Virginie Le Pionnier,0
1015894,Gigi Akoka,0
1015896,Adrian G. Griffiths,2
1015903,James Edward Barker,0
1015907,Gilles Waterkeyn,2
1015919,Trenton Perez,2
1015921,Ethan Smith,2
1015922,Diane H. Newman,0
1015923,Jaina Ashton,0
1015924,Carey Jones,0
1015925,Gina Grande,1
1015948,Jesse Johnson,0
1015965,Kris Evans,0
1015986,Kimberly Laferriere,1
1015988,Philip Le Maistre,0
1015990,Arisa Nakamura,0
1015992,Yavuz Yalinkiliç,0
1015993,Aytekin Akkaya,0
1015998,Dogan Tamer,0
1016007,Bob Herron,0
1016019,Neil Whitely,2
1016025,Peter Eggers,2
1016035,Max Linder,2
1016036,Mary Doran,1
1016037,Ethel Wales,0
1016038,Clark Marshall,0
1016040,Evi Maltagliati,0
1016049,Gian Carlo Fusco,0
1016051,Anita Sanders,1
1016054,Gustav Wiklund,0
1016063,Jared Morgan,0
1016065,Emma Powell,1
1016069,Angela Doria,0
1016071,Déborah Révy,1
1016074,Ted Rusoff,0
1016077,Léticia Belliccini,1
1016082,Bianca Doria,0
1016083,Bruno Boschetti,0
1016086,Yuliya Grishina,0
1016110,Richard Geiwitz,0
1016119,Tim Key,2
1016126,Natale Rossi,0
1016127,Roberto Seveso,0
1016128,Paolo Guadrubbi,0
1016134,Martha Stephens,0
1016142,Saad Siddiqui,2
1016148,Walter Gasparovic,0
1016151,Jeffrey De Serrano,0
1016153,Anna Ishibashi ,0
1016156,Naoyuki Morita ,0
1016160,Haley Strode,0
1016168,Lily James,1
1016175,Alan Horn,2
1016176,Amy Hubbard,0
1016177,Miranda Rivers,0
1016178,Ann Maskrey,1
1016179,Warren Mahy ,0
1016181,Edouard Giard,0
1016182,Sophie Meister,0
1016189,Kaatje Van Damme,0
1016194,Masao Matsuda,0
1016195,Do-yun Yu,0
1016205,Ellie Lambeti,1
1016206,Eleni Zafeiriou,1
1016207,Stephanos Stratigos,0
1016208,Notis Peryalis,2
1016213,Minoru Torihada,0
1016216,Fabricio Tadeu	,0
1016238,Irma Brown,0
1016239,Sebastião Formiga,0
1016240,Gustavo Jahn,0
1016242,Maeve Jinkings,1
1016245,W.J. Solha,0
1016246,Lula Terra,0
1016254,Yuri Holanda,0
1016255,Clébia Souza,0
1016256,Albert Tenorio,0
1016257,Nivaldo Nascimento,0
1016258,Felipe Bandeira,0
1016260,Clara Pinheiro de Oliveira,0
1016261,Mauriceia Conceição,0
1016273,Ken Kazama,0
1016276,Toshihiko Oda,0
1016280,Tokuko Watanabe,1
1016286,Chako van Leeuwen,0
1016304,Matty Blake,0
1016306,Wu Di,0
1016315,Qin Hao,2
1016316,Wang Zi-Yi,0
1016347,Hassan Pourshirazi ,0
1016349,Norman Cook,0
1016370,Cinnamon Idles,1
1016382,Rudolf Lettinger,2
1016414,Natalya Negoda,1
1016415,Manrico Gammarota,0
1016433,Kevin Porter,2
1016475,Evangelina Martínez,1
1016502,Steve Nave,0
1016503,Jeff McGrail,0
1016515,Michele Dalcin,0
1016541,Garth H. Drabinsky,0
1016570,Mario Alarcón,0
1016595,Agostino Borgato,2
1016646,George Guhl,0
1016690,Bill McMillian,2
1016691,Charles McMurphy,2
1016770,Daniel Truhitte,2
1016823,Sherwood King,0
1016839,Cédomir Kolar,0
1016840,Saul Wurtzel,0
1016954,Jennifer Chu,1
1016977,Alicia Stewén,1
1016978,William Blomfeldt,2
1016992,Leonid Reutov,0
1017015,Tuesday Stone,0
1017017,Claire Breaux,1
1017021,Geliy Sysoev,0
1017023,Jessica Blackmore,1
1017115,María Castro,1
1017169,George Jones,2
1017176,Beatrice Roberts,1
1017190,Nicole Hansen,1
1017193,Inez Bjørg David,0
1017200,Vadim Spiridonov,0
1017228,Juliet Reagh,0
1017229,Glynne Morris,0
1017230,Freddie Fletcher,0
1017234,Evan Hayes,0
1017235,Elísabet Ronaldsdóttir,1
1017236,Tracy Kilpatrick,0
1017238,Cynthia La Jeunesse,0
1017239,Lennart Malmer,0
1017240,Jenny Eagan,1
1017244,Michael Tordjman,0
1017259,Simon Phillips,0
1017262,Glenn Slater,0
1017266,Valérie Sibilia,0
1017277,Laura Ozier,0
1017279,Håvard Lilleheie,2
1017280,Berte Rommetveit,0
1017281,Sondre Sørheim,0
1017282,Monika Bjerke,0
1017283,Arne Scheie,0
1017294,Tom Hopper,0
1017296,Billy Rich,2
1017301,Rupert Young,0
1017306,Valentin Popescu,0
1017313,Ioana Bulca,0
1017315,Constantin Diţă,0
1017329,Camme Tyla,1
1017332,Umin Boya,0
1017333,Chi-Wei Cheng,0
1017335,Lin Ching-Tai,0
1017338,Marjorie Bowers,0
1017339,Jimmy DiMarcellis,0
1017340,Aurora Bergere,0
1017343,Andjelija Vlaisavljevic,0
1017344,Eamonn Power,0
1017347,Brenton Thwaites,2
1017375,Brian Tucker,0
1017376,Chris Squires,0
1017377,Stephanie Holbrook,1
1017378,Sooni Taraporevala,0
1017379,Mohan Gokhale,0
1017380,Dipti Suthar,0
1017381,Varsha Thaker,0
1017382,Ashok Lath,0
1017383,Kay Williams,0
1017416,Catya Sassoon,1
1017450,Emma Freud,1
1017460,Adi Irani,0
1017581,Víctor Laplace,2
1017597,Simon Meacock,2
1017611,Donato Placido,2
1017631,Eddie Shubert,0
1017780,Neil Kubath,0
1017789,George Richmond,2
1017872,Chitram Seenu,0
1017981,Lauro Gazzolo,0
1017996,Peter McCarthy,0
1017997,Cheryl Cutler,1
1017998,Steven Hufsteter,0
1017999,Lynda Burbank,0
1018000,J. Rae Fox,0
1018001,Bruce White,0
1018009,Buck Jones,0
1018011,Frank Austin,2
1018015,Morgan C. Jones,0
1018025,Mamhoud Chokrollahi,0
1018026,Mahnour Shadzi,0
1018027,Karl Maass,0
1018030,Taylor Mason,0
1018032,Thor Ramsey,0
1018034,Darren Moorman,0
1018041,Gilbert Esquivel,0
1018042,Teresa Roberts Logan,0
1018043,Joby Saad,0
1018044,Lisa Alvarado,0
1018045,Leanne Morgan,0
1018046,Horace H.B. Saunders,0
1018056,Gabino Rodríguez,0
1018057,Ricardo Polanco,0
1018058,Alejandro Calva,0
1018059,Iyantú Fonseca,0
1018071,Robert Malina,0
1018073,Reg Poerscout-Edgerton,0
1018074,Debbie Moles,0
1018077,Navid McIlhargey,0
1018091,Alton Walpole,0
1018092,James F. Oberlander,0
1018096,Barbara Enriquez,0
1018100,Lisa Bowman,0
1018113,Toby Wing,0
1018117,Ann Evers,1
1018310,Michael Sassone,2
1018319,Ray Spruell,2
1018325,Michael Therriault,2
1018345,Jackie Condon,2
1018349,Jane Tattersall,1
1018419,Pedro Izquierdo,0
1018446,Lydia Billiet,0
1018463,Grant Myers,0
1018474,Marty Thomas,0
1018480,Carl Sprague,2
1018502,Ai Kago,1
1018563,Hai Qing,0
1018643,Marlen Hecht,0
1018646,Jody Lambert,1
1018657,Keli Price,0
1018660,Tanner Beard,2
1018671,Luke Johnson,0
1018674,Robert Shiller,0
1018676,Robert Frank,0
1018677,Joseph Stiglitz,0
1018679,Dan Ariely,0
1018693,Molly M. Fowler,0
1018707,Bai Bing,0
1018728,Jorge Gaggero,0
1018729,Norma Argentina ,0
1018751,André Nemec,2
1018752,Eric J. Crown,0
1018753,Jason Dolan,2
1018754,Robert Crippen,0
1018757,Darren Morze,2
1018759,Michael Spirytus,0
1018764,Leigh Lezark,0
1018765,Jesse Perez,0
1018779,Danny Thompson,0
1018780,Ray Lines,0
1018782,Allan Erb,0
1018784,Gérard Meylan,0
1018786,Robert Perry,0
1018787,Isaac Lifferth,0
1018788,Jasmine McGlade,1
1018804,Lucy Angelo,1
1018813,Amy Dowd,0
1018821,Adrienne Rusk,0
1018826,Edy Cullen,0
1018828,Yekaterina Varnava,0
1018829,Ildar Allabirdin,0
1018830,Sergey Barkovskiy,0
1018831,Natalia Iohvidova,0
1018835,Yevgeniy Koshevoy,2
1018836,Mariya Kravtsova,0
1018837,Sasha Malarevsky,0
1018838,Kostya Nakonechnyy,0
1018847,Mariya Petrovskaya,0
1018849,Andrei Shchukin,0
1018850,Viktor Vasilyev,0
1018851,Natalya Vikhryan,0
1018857,Javier García,0
1018859,George DelHoyo ,0
1018864,MacKenzie Porter,1
1018865,Aleksandr Tsekalo,0
1018866,Anna Sherling,0
1018867,Anna Arshava,0
1018868,Anna Bagmet,0
1018869,Aleksandr Bocharov,0
1018870,Margarita Bychkova,0
1018871,Aleksandr Korchagin,0
1018872,Vsevolod Makarov,0
1018873,Anna Masalskaya,0
1018874,Aleksandr Nikolskiy,2
1018875,Vyacheslav Titov,2
1018904,Christopher Taylor,2
1018909,Marion Nestle,0
1018912,Cleia Almeida,0
1018913,Anabela Moreira,0
1018915,Teresa Tavares,0
1018916,Francisco Tavares,0
1018917,João Vaz,0
1018924,Hildegard Neil ,0
1018927,Artur Povolotsky,0
1018930,Donald Miller,2
1018931,Ben Pearson,0
1018937,Jean-Michel Frodon,0
1018939,Michael Ellenberg,0
1018944,Shota Sometani,0
1018945,Fumi Nikaido,1
1018947,Maximiliano Hernández,2
1018949,Margarete Robsahm,0
1018953,Ellen Dunning,0
1018954,Jim Mercer,0
1018962,William Bufkin,0
1018963,Boyd Holister,0
1018964,James Mantell,0
1018965,Lisa Lassek,0
1018967,John Manfredi,0
1018975,Glen Basner,2
1018976,Lucas Vidal,0
1018979,Helen Ware,1
1018982,Audrey P. Scott,1
1018984,Sofia Essaïdi,1
1018988,Uli Simon,0
1018992,Vikram Gandhi,2
1018993,Richard Norris,0
1019009,Salvador Huguet,0
1019014,Kenji Otsuki,0
1019015,Ryôichi Inaba,0
1019016,Natsuki Katô,0
1019017,Shirô Misawa,0
1019019,Masayoshi Tomomatsu,0
1019026,Mercedes Grower,0
1019028,Frédérique Hender,0
1019029,Maurice De Groote,0
1019030,Yvonne Garden,0
1019037,John Morrison,0
1019045,Ron Millkie,0
1019049,Jessy Hodges,0
1019052,Frédéric Malgras,0
1019053,Nicolas Welbers,0
1019055,Joe Cook,0
1019060,Jean Le Bouvier,0
1019089,Marcello Urgeghe,0
1019096,Baby Norman,1
1019097,Jason Vail,0
1019098,Jason Hughley,0
1019099,Don McGraw,0
1019100,Christopher Marrone,0
1019113,Claudie Lange,1
1019159,Armida Siguion-Reyna,0
1019186,Bernard Palanca,2
1019225,Nicole Sherwin,0
1019253,Diane Cassidy,1
1019254,Christopher Casson,0
1019259,Christiane Kubrick,1
1019293,Al Haskell,0
1019303,Duke Johnson,2
1019316,Leonid Rostoff,2
1019359,Charo Santos-Concio,1
1019366,Shirley Standlee,1
1019367,Jacqueline Staup,0
1019402,Chuck Leavell,0
1019408,Bembol Roco,0
1019426,Robert Sterne,2
1019489,Stacey Nemour,0
1019490,Hank Amico,0
1019500,André Chimène,0
1019515,Ariel Ureta,0
1019545,Derek Hough,2
1019607,Thou Reyes,2
1019684,Anne Marsen,1
1019693,César Cambeiro,0
1019755,Massiel,0
1019756,Marjorie White,1
1019759,Dina Bonnevie,1
1019764,Charito Solis,0
1019795,Wu Gang,0
1019796,Willa Townsend,0
1019814,Jane Anderson,1
1019837,Diego Armando Maradona,0
1019845,Ferlin Husky,0
1019846,Don Bowman,0
1019847,Molly Bee,0
1019849,Marián Aguilera,0
1019851,Jim Kent,0
1019852,Marcella Wright,0
1019864,Rosalie Cole,0
1019865,Adetomiwa Edun,0
1019866,Frank Janson,0
1019867,Richard Hanners,0
1019875,Frans Boyer,0
1019878,Patrick Goyette,0
1019879,Jean-Louis Millette,0
1019902,Hans Hass Jr.,0
1019911,Nino Korda,2
1019912,Fabrizio Moresco,0
1019913,Maria Antonietta Guido,0
1019914,Bruno Bertocci,0
1019917,Paolo Gozlino,2
1019918,Jean Louis,0
1019919,Carlo Gaddi,2
1019930,María Rosa Sclauzero,0
1019931,Gaetano Imbró,0
1019932,Bruno Ciangola,0
1019935,Patricia Phillips,0
1019936,Nancy Rodman,0
1019946,Masumi Tachibana,0
1019949,Nina Angeloff,0
1019950,Randy Rupp,0
1019951,Paul Morris,0
1019952,David A. Levy,0
1019959,Karan Shah,0
1019960,Mayur,0
1019961,Baby Swetha,0
1019962,Minaaz,0
1019963,Sunil Dhawan,0
1019964,Asha Patel,0
1019965,Dinesh Kaushik,0
1019966,Mahavir Bhullar,0
1019967,Kunika,1
1020013,Derek Connolly,2
1020027,Carly Craig,1
1020041,John McInerny,0
1020042,Griselda Siciliani,0
1020043,Margarita Lopez,0
1020052,Joshua Blum,0
1020053,Michael Corso,2
1020057,Tiffany Little Canfield,1
1020060,Robert Covelman,2
1020061,Caroline Duncan,1
1020079,Barbara Kerwin,0
1020080,Harry Thomasson,0
1020087,Cordell Barker,0
1020139,Radu Banzaru,2
1020145,Horacio Fontova,0
1020221,Joel Hoffman,2
1020318,Elizabeth Levin,1
1020393,Bunny Waters,0
1020407,Jeff Wishengrad,2
1020420,Barry Cooper,2
1020514,Kerry Peacock,1
1020522,Brij Gopal,0
1020528,Max Rhyser,2
1020636,Charles Borromel,2
1020672,Pavel Gajdos,0
1020682,Jonny Hayz II,0
1020683,Lionel Boodlal,2
1020684,Colin Paradine,2
1020685,Erin Stuart,1
1020686,Tom Parkinson,2
1020687,Alex Mallari Jr.,0
1020688,Paige Albrecht,0
1020689,Christopher Lee Grant,2
1020690,Nathan Hawkins,0
1020696,Tomás Goros,2
1020699,Guillermo Iván,2
1020702,Junior Kimbrough,0
1020704,R. L. Burnside,0
1020705,Robert Palmer,0
1020710,Mihail Mutafov,0
1020711,Silvia Petkova,0
1020712,Petar Popyordanov,0
1020716,Iván González,2
1020717,Abbey Thickson,0
1020723,Evgeniy Urbanskiy,0
1020724,Galina Kozhakina,0
1020736,John Yost,2
1020744,Clémentine Beaugrand,0
1020745,Gérald Thomassin,0
1020746,Richard Desjardins,0
1020750,Jacques Davidts,0
1020763,Brittney Lewis,0
1020775,Xosé Manuel Esperante,0
1020780,Emily Lape,0
1020784,Tyler B. Robinson,0
1020788,Rosella Towne,0
1020807,Claude Gagnon,0
1020808,Bruno Bergonzini,2
1020809,Dorota Segda,1
1020826,Lisle Wilkerson,0
1020840,George Dialegmenos,0
1020859,Sung Dong-il,2
1020862,Bartosz Opania,0
1020867,Park Sang-wook,2
1020981,Félix Germán,0
1021035,Christian Mulot,0
1021178,Cathy Darietto,1
1021200,Wang Ya-Chao,0
1021201,Zhou Bo,0
1021206,Angela Demo,1
1021227,Brandon Barrera,0
1021244,Eleonore Dailly,1
1021393,Kim Milford,1
1021398,James Gordon White,0
1021399,Elsebeth Reingaard,1
1021400,John Barber,0
1021406,Nicolás Casariego,0
1021416,JM de Guzman,0
1021417,Cai Cortez,0
1021426,Demetrius Sager,0
1021427,Caleb Courtney,0
1021440,Eric Nesterenko,0
1021442,Peter Faussett,0
1021444,Umut Kurt,0
1021524,Parambrata Chatterjee,0
1021528,Devin McGee,2
1021529,Chris Hayes,0
1021541,Joe Cook,0
1021542,Joan Peers,1
1021543,Dave Chasen,0
1021545,Jesse Bond,0
1021546,Brooks Darnell,0
1021561,Tatiana Saphir,0
1021562,Carla Crespo,0
1021563,Veronica Hassan,0
1021566,Aki Hano,0
1021567,Kazuki Futami,0
1021607,Luis Posada ,0
1021608,Núria Trifol,1
1021679,José Luis Manzano,0
1021680,Andrea Albani,1
1021682,Iñaki Miramón,0
1021684,Charlotte Le Bon,1
1021686,Helene Millard,0
1021689,Anamaria Vartolomei,1
1021736,Atibou Aboubacar,0
1021737,Adalberto Jr.,0
1021738,Ahmed Alansar,0
1021739,Tano Alansar,0
1021740,Abu Aldanish,0
1021741,Kenshleg Alen Khan,0
1021742,Mahamadou Alzouma,0
1021743,Boshai Dalai Khan,0
1021799,Linda Perry,1
1021805,Neil Breen,0
1021808,Britt Delano,0
1021830,Jim Gerald,0
1021831,Marise Maia,0
1021832,Yvonneck,0
1021839,Jody Medford,0
1021841,John T. Murray,2
1021869,Ian Michael Smith,2
1021884,Susan Danford,1
1021934,Iñaki Font,0
1021936,Alice Chan,1
1021981,William Corkery,2
1022020,Sammy Leung,0
1022036,Leonardo Ramírez,2
1022040,Florencio Amarilla,2
1022053,Bill Baucom,2
1022158,Art Miles,2
1022168,Micah Nelson,0
1022293,Kathy McCoy,1
1022368,David Fellowes,2
1022433,Jane Hooks,1
1022455,Archie Alemania,0
1022631,Olga Zubarry,1
1022633,Jarl Kulle,2
1022659,Simone Moore,1
1022670,Valeriano León,0
1022673,David Areu,0
1022674,Savannah Haske,0
1022678,Harry Langdon,0
1022701,Laurence Couturier,0
1022724,Gabriela Muskała,1
1022797,Blaise Embry,0
1022801,Brent King,2
1022822,Larry Domasin,2
1022885,Will Swenson,2
1022952,Carmen Belloch,0
1023029,Marla Shelton,0
1023086,Carlos Bajardo,0
1023127,Lee Kirk,0
1023134,Molly Hassell,0
1023139,Adam Driver,2
1023140,Tim Nardelli,0
1023141,Brent Stiefel,0
1023152,Wolf-Dietrich Brücker,0
1023192,Gilles Boillot,2
1023282,Cullen Landis,0
1023289,Katherine Quittner,0
1023296,David Frigerio,0
1023304,Jake Frigerio,0
1023305,Ruthanne Gibson,0
1023306,Jordan Yale Levine,0
1023315,Nate Tuck,0
1023319,Jim Casey,2
1023320,Niaz Khan Shinwari,0
1023321,Sher Alam Miskeen Ustad,0
1023322,Robert Mervak,0
1023323,Bradley Stonesifer,0
1023324,Emily Bloom,1
1023341,Mike Posner,0
1023353,Sally Baker,0
1023363,Evelyn Glennie,0
1023366,Marc Bonilla,0
1023385,Lizz Carter,0
1023389,Meaghan Oppenheimer,0
1023402,Josefina Cembrero,0
1023404,Leonor Mediavilla,0
1023405,Victoria Toro,0
1023413,Jason Coffman,0
1023416,Aamir Ali Malik,0
1023417,Arshad Mahmood,0
1023424,Rob Pallatina,2
1023425,Vida Blue,0
1023426,Trevor Kuhn,2
1023427,Marlene Okner,1
1023428,Jordan James Smith,0
1023429,Andre Tenerelli,2
1023430,Max Bird-Ridnell,0
1023455,Dennis Ambriz,0
1023471,John Hickson,0
1023476,Clara Kimball Young,1
1023477,Dean Benton,0
1023478,Phyllis Ludwig,0
1023480,Simon Elliott,0
1023481,Adam Kulick,0
1023482,Alice da Cunha,0
1023483,Phoebe Waller-Bridge,1
1023484,Victoria Bewick,0
1023495,Colin Patton,0
1023515,Marta Belenguer,0
1023533,Belle Chrystall,0
1023534,Grant Sutherland,0
1023536,Campbell Robson,0
1023537,George Summers,0
1023543,Virgilio Olivari,0
1023544,Marco Benevento,0
1023545,Alessandra Aulicino,0
1023546,Monica Citarda,0
1023547,Valentina Del Rio,0
1023548,Elena Ravaioli,0
1023549,Paolo Ricci,0
1023550,Fabio Rizzuto,0
1023551,Bruno Valente,0
1023552,Pilar del Río,0
1023583,Alex Olson,0
1023619,Nana Kiknadze,0
1023620,Yevgeniya Dobrovolskaya,0
1023621,Yana Esipovitch,0
1023625,Nadezhda Kamenkovitch,0
1023661,Dennis Coard,2
1023662,Rachel Rains,0
1023663,Gypsy Lukewood,0
1023664,Ryan Rawlings,0
1023665,Paul Nestor,0
1023667,Domenic Pontone,0
1023669,Vladimir Consigny,0
1023670,Beto Benitez,0
1023671,Angel Garnica,0
1023693,Stephanie Lawlor,0
1023711,Adam Stockhausen,0
1023712,Kris Moran,0
1023713,Kasia Walicka-Maimone,0
1023714,Ulrike Beimpold,1
1023720,Johnny Remo,0
1023724,Braden King,0
1023726,Dani Valent,0
1023728,Steve Liptay,0
1023729,Scott McKain,0
1023730,Ralph Wade,0
1023732,Sienna Farall,0
1023735,Lotten Roos,0
1023767,Daniel Stephen,2
1023786,David Lee,2
1023790,Christian Polito,0
1023792,Natalie Spinell,0
1023809,Volker Bertelmann,0
1023889,Maximiliano Ghione,2
1023906,Natalie Kingston,1
1023934,Philip Morris,2
1024017,Agustín Garvíe,0
1024034,Marco Gambino,0
1024035,Meisha Johnson,1
1024099,Carmine Borrino,0
1024100,Paola Casella,0
1024112,Eden Wood,1
1024133,Juliana Alves,0
1024165,Winsor McCay,2
1024167,Susú Pecoraro,1
1024175,Brian Lynch,2
1024198,Kay Kyser,0
1024199,The Sportsmen Quartet,0
1024207,Shay Austin,0
1024216,Boris Rodriguez,0
1024222,Mikkel Stolt,0
1024224,Mariella Lo Sardo,0
1024225,Marco Basile,0
1024226,Rocco Familiari,0
1024233,Elisabetta De Palo,0
1024234,Tonia Sotiropoulou,1
1024243,Michael Richard Plowman,2
1024249,Nathalie Cavezzali,1
1024252,Chuck Sacci,0
1024257,Charlie Potter,0
1024258,Rose English,0
1024264,Peter Koch,0
1024269,Antoinette Sibley,0
1024270,Alexandra Danilova,0
1024274,Ken Kao,0
1024279,Matt Skiba,0
1024291,Trevor Forrest,0
1024297,Katrina Dunn,0
1024312,Jody Thompson,2
1024314,Goro Mutsumi,0
1024316,Akihisa Toda,0
1024327,Satomi Oka,0
1024335,Ryûzaburô Nakamura,0
1024336,Fumiko Miyata,1
1024337,Noriko Kitazawa,1
1024347,Giuliano Esperanti,0
1024348,Francesca Modigliani,0
1024349,Lorenzo Rapazzini,0
1024350,Mariella Furgiuele,0
1024351,Claudio Trionfi,0
1024352,Pio Buscaglione,0
1024353,Amedeo Tommasi,0
1024354,Salvadore Cantagalli,0
1024355,Rosalba Bongiovanni,0
1024356,Alberto Farina,0
1024359,Andrés Mejuto,0
1024360,Ana María Noé,0
1024361,Eulalia Tenorio,0
1024364,Max Turilli,0
1024388,Shôko Nakagawa,0
1024393,Kyôko Tôyama,0
1024395,Ma Dong-seok,2
1024396,Kim Sung-kyun,2
1024398,Alana Allen,0
1024399,Sasha Allen,0
1024401,Emilie Autumn,0
1024405,Percy Parsons,2
1024412,Judith Novgrod,1
1024417,Sanford Mitchell,0
1024442,Eli Batalion,0
1024473,Monta Bell,2
1024491,Chriss Anglin,0
1024492,Rob Archer,0
1024505,Ian Boyd,2
1024536,Daryl Gilley,2
1024546,Leland Harris,1
1024558,Joe Kottler,0
1024564,Kaaren Lee,1
1024619,Tony Taylor,2
1024628,Nigel Shawn Williams,2
1024637,Ex-Det. Sergt. Bishop,2
1024711,Jeanine Mason,1
1024722,Annalise Basso,1
1024779,Courtney Campbell,1
1024803,Jan Waldekranz,0
1024806,Stefano Fresi,0
1024815,Bob Marley,0
1024823,Brian A Miller,0
1024835,Judy Cairo,0
1024836,Claudia Bluemhuber,1
1024837,Eric Brenner,0
1024842,Billy A. Campbell,0
1024844,Charlotte Watts,0
1024845,Nahid Persson Sarvestani,0
1024854,Johnny Olsen,0
1024856,Ole Meyer,0
1024878,Lotte Hermann,0
1024886,Jingi Irie,0
1024891,Akiyoshi Nakao,0
1024894,Johan Carlberg,0
1024904,Peter D. Graves,0
1024906,David Whealy,0
1024910,Lindsay Graham,1
1024912,James A. Gelarden,0
1024948,Alexey Vorobyov,0
1024951,Frederik Meldal Nørgaard,0
1024957,Alice Lyon,0
1024958,Allan Laurel,0
1024959,Eulabelle Moore,0
1024991,Hal Stalmaster,0
1025021,Catherine Annette,0
1025031,Shuli Rand,0
1025112,Peter Bravos,2
1025171,Christophe Kourotchkine,2
1025294,Íñigo Marco,0
1025318,Jean-Yves Rabier,2
1025375,Wiz Khalifa,2
1025483,Steven Bone,0
1025484,Colin Chong,0
1025485,Chi-Ren Choong,0
1025486,Jason Cottom,0
1025487,Kennie Dowle,0
1025488,Diong Chae Lian,0
1025489,Maxwell Vreeland Andrew,0
1025490,Christina Orow,0
1025491,Tikriti Shabudin,0
1025492,Adila Shakir,0
1025493,Jay Sheldon,0
1025494,Andrew Susay,0
1025495,Mike Swift,0
1025496,Gavin Yap,0
1025497,Brian Zimmerman,0
1025516,Leopold Hainisch,0
1025523,Guido Wieland,0
1025535,Eileen Wells,1
1025544,Nastja Arcel,1
1025545,Benjamin Boe Rasmussen,0
1025546,Lars Lunøe,2
1025602,Kim Criswell,0
1025604,Claire Moore,0
1025606,Jason Burkett,0
1025607,Michael Perry,0
1025608,Jeremy Richardson,0
1025610,Kristen Willis,0
1025618,Annette Whiteley,0
1025627,Zoe Berriatúa,2
1025628,Sara Martín,1
1025655,Jimmy Chhiu,0
1025667,Craig H. Davidson,0
1025680,Van Jones,0
1025681,Jim Hightower,0
1025682,Katrina vanden Heuvel,0
1025684,Douglas Attal,0
1025724,Risë Stevens,0
1025762,Archer MacDonald,0
1025796,Mildred Brion,0
1025921,Eliot Rockett,0
1025962,Cristi Petrescu,0
1025963,Iulia Verdes,0
1025970,Robert Gerdisch,2
1026019,Casper Crump,2
1026027,Friedrich W. Bauschulte,2
1026037,Dan Savier,0
1026038,Damijan Oklopdzic,0
1026039,Bojan Perić,0
1026046,Carlo Puri,0
1026047,Angelo Ragusa,0
1026048,Luigi Birri,0
1026049,Ann Ferguson,0
1026077,Alberte Blichfeldt,0
1026079,Elith Nulle Nykjær,2
1026090,Jelle Florizoone,2
1026091,Mathias Vergels,2
1026092,Thomas Coumans,0
1026093,Nina Marie Kortekaas,0
1026115,Gösta Krantz,0
1026167,Agda Helin,0
1026174,Christian Bratt,0
1026193,Olle Björklund,0
1026197,Paul Gemignani,0
1026208,Jörg Hartmann,0
1026218,Jesse Bostick,0
1026224,Cat Wilson,0
1026225,LeShay N. Tomlinson,1
1026236,Emma Vilarasau,0
1026246,Robert Dornan,0
1026247,Stacy Perskie,0
1026258,Elizabeth Redleaf,0
1026259,Dete Meserve,0
1026260,Judd Payne,0
1026261,Enrique Urbizu,0
1026286,Mel Mills,0
1026322,Lee Redmond,0
1026353,Nijas Ørnbak-Fjeldmose,0
1026364,Mia Saarinen,0
1026370,David A. Lockhart,0
1026371,Robert Amstler,0
1026372,Anna Unterberger,0
1026388,Gertrude Musgrove,1
1026389,Kensaku Morita,0
1026391,Lee Amber,0
1026401,George Marsh,2
1026466,Maria Sole Mansutti,0
1026529,Carol Gillies,1
1026536,H.B. Hallam,0
1026577,Julie Marcus,1
1026650,Sarit Vino-Elad,0
1026656,William Murray Weiss,2
1026719,Francisco Solorzano,0
1026725,John Harlacher,0
1026726,Matt Bernhard,0
1026727,Denise Blasor,0
1026729,Moreno Brown,0
1026730,Elizabeth Halbert,0
1026733,Djemel Barek,0
1026789,John Yuan,2
1026790,Alston Brown,0
1026791,Cody Midthunder,0
1026825,Joy McBrinn,1
1026839,Anupama Kumar,0
1026845,Leos Noha,0
1026854,Petr Marek,2
1026877,Ted Ferguson,2
1026921,Carmella Gioio,0
1026947,Dascha Polanco,1
1026950,Bobby Beckles,2
1026959,Nicola Rignanese,0
1026979,Isabella Cascarano,1
1026991,Roberto Rodríguez,0
1026994,Victorio Blanco,2
1026995,Alicia del Lago,1
1027011,John S. McCain,0
1027012,Joesph J. Clark,0
1027013,Dixie Kiefer,0
1027024,Doug Wick,0
1027025,Megan Ellison,1
1027044,Manuel Arvide,2
1027067,Janice D. Brandow,0
